Paustralie_1	FX803256.1
Paustralie_65243	FX438531.1
Paustralie_65244	FX438530.1
Paustralie_65245	FX438529.1
Paustralie_65246	FX438528.1
Paustralie_65247	FX438527.1
Paustralie_65248	FX438526.1
Paustralie_65249	FX438525.1
Paustralie_65250	FX438524.1
Paustralie_65251	FX438523.1
Paustralie_65252	FX438522.1
Paustralie_65253	FX438521.1
Paustralie_65254	FX438520.1
Paustralie_65255	FX438519.1
Paustralie_65256	FX438518.1
Paustralie_65257	FX438517.1
Paustralie_65258	FX438516.1
Paustralie_65259	FX438515.1
Paustralie_65260	FX438514.1
Paustralie_65261	FX438513.1
Paustralie_65262	FX438512.1
Paustralie_65263	FX438511.1
Paustralie_65264	FX438510.1
Paustralie_65265	FX438509.1
Paustralie_65266	FX438508.1
Paustralie_65267	FX438507.1
Paustralie_65268	FX438506.1
Paustralie_65269	FX438505.1
Paustralie_65270	FX438504.1
Paustralie_65271	FX438503.1
Paustralie_65272	FX438502.1
Paustralie_65273	FX438501.1
Paustralie_65274	FX438500.1
Paustralie_65275	FX438499.1
Paustralie_65276	FX438498.1
Paustralie_65277	FX438497.1
Paustralie_65278	FX438496.1
Paustralie_65279	FX438495.1
Paustralie_65280	FX438494.1
Paustralie_65281	FX438493.1
Paustralie_65282	FX438492.1
Paustralie_65283	FX438491.1
Paustralie_65284	FX438490.1
Paustralie_65285	FX438489.1
Paustralie_65286	FX438488.1
Paustralie_65287	FX438487.1
Paustralie_65288	FX438486.1
Paustralie_65289	FX438485.1
Paustralie_65290	FX438484.1
Paustralie_65291	FX438483.1
Paustralie_65292	FX438482.1
Paustralie_65293	FX438481.1
Paustralie_65294	FX438480.1
Paustralie_65295	FX438479.1
Paustralie_65296	FX438478.1
Paustralie_65297	FX438477.1
Paustralie_65298	FX438476.1
Paustralie_65299	FX438475.1
Paustralie_65300	FX438474.1
Paustralie_65301	FX438473.1
Paustralie_65302	FX438472.1
Paustralie_65303	FX438471.1
Paustralie_65304	FX438470.1
Paustralie_65305	FX438469.1
Paustralie_65306	FX438468.1
Paustralie_65307	FX438467.1
Paustralie_65308	FX438466.1
Paustralie_65309	FX438465.1
Paustralie_65310	FX438464.1
Paustralie_65311	FX438463.1
Paustralie_65312	FX438462.1
Paustralie_65313	FX438461.1
Paustralie_65314	FX438460.1
Paustralie_65315	FX438459.1
Paustralie_65316	FX438458.1
Paustralie_65317	FX438457.1
Paustralie_65318	FX438456.1
Paustralie_65319	FX438455.1
Paustralie_65320	FX438454.1
Paustralie_65321	FX438453.1
Paustralie_65322	FX438452.1
Paustralie_65323	FX438451.1
Paustralie_65324	FX438450.1
Paustralie_65325	FX438449.1
Paustralie_65326	FX438448.1
Paustralie_65327	FX438447.1
Paustralie_65328	FX438446.1
Paustralie_65329	FX438445.1
Paustralie_65330	FX438444.1
Paustralie_65331	FX438443.1
Paustralie_65332	FX438442.1
Paustralie_65333	FX438441.1
Paustralie_65334	FX438440.1
Paustralie_65335	FX438439.1
Paustralie_65336	FX438438.1
Paustralie_65337	FX438437.1
Paustralie_65338	FX438436.1
Paustralie_65339	FX438435.1
Paustralie_65340	FX438434.1
Paustralie_65341	FX438433.1
Paustralie_65342	FX438432.1
Paustralie_65343	FX438431.1
Paustralie_65344	FX438430.1
Paustralie_65345	FX438429.1
Paustralie_65346	FX438428.1
Paustralie_65347	FX438427.1
Paustralie_65348	FX438426.1
Paustralie_65349	FX438425.1
Paustralie_65350	FX438424.1
Paustralie_65351	FX438423.1
Paustralie_65352	FX438422.1
Paustralie_65353	FX438421.1
Paustralie_65354	FX438420.1
Paustralie_65355	FX438419.1
Paustralie_65356	FX438418.1
Paustralie_65357	FX438417.1
Paustralie_65358	FX438416.1
Paustralie_65359	FX438415.1
Paustralie_65360	FX438414.1
Paustralie_65361	FX438413.1
Paustralie_65362	FX438412.1
Paustralie_65363	FX438411.1
Paustralie_65364	FX438410.1
Paustralie_65365	FX438409.1
Paustralie_65366	FX438408.1
Paustralie_65367	FX438407.1
Paustralie_65368	FX438406.1
Paustralie_65369	FX438405.1
Paustralie_65370	FX438404.1
Paustralie_65371	FX438403.1
Paustralie_65372	FX438402.1
Paustralie_65373	FX438401.1
Paustralie_65374	FX438400.1
Paustralie_65375	FX438399.1
Paustralie_65376	FX438398.1
Paustralie_65377	FX438397.1
Paustralie_65378	FX438396.1
Paustralie_65379	FX438395.1
Paustralie_65380	FX438394.1
Paustralie_65381	FX438393.1
Paustralie_65382	FX438392.1
Paustralie_65383	FX438391.1
Paustralie_65384	FX438390.1
Paustralie_65385	FX438389.1
Paustralie_65386	FX438388.1
Paustralie_65387	FX438387.1
Paustralie_65388	FX438386.1
Paustralie_65389	FX438385.1
Paustralie_65390	FX438384.1
Paustralie_65391	FX438383.1
Paustralie_65392	FX438382.1
Paustralie_65393	FX438381.1
Paustralie_65394	FX438380.1
Paustralie_65395	FX438379.1
Paustralie_65396	FX438378.1
Paustralie_65397	FX438377.1
Paustralie_65398	FX438376.1
Paustralie_65399	FX438375.1
Paustralie_65400	FX455518.1
Paustralie_65401	FX455517.1
Paustralie_65402	FX455516.1
Paustralie_65403	FX455515.1
Paustralie_65404	FX455514.1
Paustralie_65405	FX455513.1
Paustralie_65406	FX455512.1
Paustralie_65407	FX455511.1
Paustralie_65408	FX455510.1
Paustralie_65409	FX455509.1
Paustralie_65410	FX455508.1
Paustralie_65411	FX455507.1
Paustralie_65412	FX455506.1
Paustralie_65413	FX455505.1
Paustralie_65414	FX455504.1
Paustralie_65415	FX455503.1
Paustralie_65416	FX455502.1
Paustralie_65417	FX455501.1
Paustralie_65418	FX455500.1
Paustralie_65419	FX455499.1
Paustralie_65420	FX455498.1
Paustralie_65421	FX455497.1
Paustralie_65422	FX455496.1
Paustralie_65423	FX455495.1
Paustralie_65424	FX455494.1
Paustralie_65425	FX455493.1
Paustralie_65426	FX455492.1
Paustralie_65427	FX455491.1
Paustralie_65428	FX455490.1
Paustralie_65429	FX455489.1
Paustralie_65430	FX455488.1
Paustralie_65431	FX455487.1
Paustralie_65432	FX455486.1
Paustralie_65433	FX455485.1
Paustralie_65434	FX455484.1
Paustralie_65435	FX455483.1
Paustralie_65436	FX455482.1
Paustralie_65437	FX455481.1
Paustralie_65438	FX455480.1
Paustralie_65439	FX455479.1
Paustralie_65440	FX455478.1
Paustralie_65441	FX455477.1
Paustralie_65442	FX455476.1
Paustralie_65443	FX455475.1
Paustralie_65444	FX455474.1
Paustralie_65445	FX455473.1
Paustralie_65446	FX455472.1
Paustralie_65447	FX455471.1
Paustralie_65448	FX455470.1
Paustralie_65449	FX455469.1
Paustralie_65450	FX455468.1
Paustralie_65451	FX455467.1
Paustralie_65452	FX455466.1
Paustralie_65453	FX455465.1
Paustralie_65454	FX455464.1
Paustralie_65455	FX455463.1
Paustralie_65456	FX455462.1
Paustralie_65457	FX455461.1
Paustralie_65458	FX455460.1
Paustralie_65459	FX455459.1
Paustralie_65460	FX455458.1
Paustralie_65461	FX455457.1
Paustralie_65462	FX455456.1
Paustralie_65463	FX455455.1
Paustralie_65464	FX455454.1
Paustralie_65465	FX455453.1
Paustralie_65466	FX455452.1
Paustralie_65467	FX455451.1
Paustralie_65468	FX455450.1
Paustralie_65469	FX455449.1
Paustralie_65470	FX455448.1
Paustralie_65471	FX455447.1
Paustralie_65472	FX455446.1
Paustralie_65473	FX455445.1
Paustralie_65474	FX455444.1
Paustralie_65475	FX455443.1
Paustralie_65476	FX455442.1
Paustralie_65477	FX455441.1
Paustralie_65478	FX455440.1
Paustralie_65479	FX455439.1
Paustralie_65480	FX455438.1
Paustralie_65481	FX455437.1
Paustralie_65482	FX455436.1
Paustralie_65483	FX455435.1
Paustralie_65484	FX455434.1
Paustralie_65485	FX455433.1
Paustralie_65486	FX455432.1
Paustralie_65487	FX455431.1
Paustralie_65488	FX455430.1
Paustralie_65489	FX455429.1
Paustralie_65490	FX455428.1
Paustralie_65491	FX455427.1
Paustralie_65492	FX455426.1
Paustralie_65493	FX455425.1
Paustralie_65494	FX455424.1
Paustralie_65495	FX455423.1
Paustralie_65496	FX455422.1
Paustralie_65497	FX455421.1
Paustralie_65498	FX455420.1
Paustralie_65499	FX455419.1
Paustralie_65500	FX455418.1
Paustralie_65501	FX455417.1
Paustralie_65502	FX455416.1
Paustralie_65503	FX455415.1
Paustralie_65504	FX455414.1
Paustralie_65505	FX455413.1
Paustralie_65506	FX455412.1
Paustralie_65507	FX455411.1
Paustralie_65508	FX455410.1
Paustralie_65509	FX455409.1
Paustralie_65510	FX455408.1
Paustralie_65511	FX455407.1
Paustralie_65512	FX455406.1
Paustralie_65513	FX455405.1
Paustralie_65514	FX455404.1
Paustralie_65515	FX455403.1
Paustralie_65516	FX455402.1
Paustralie_65517	FX455401.1
Paustralie_65518	FX455400.1
Paustralie_65519	FX455399.1
Paustralie_65520	FX455398.1
Paustralie_65521	FX455397.1
Paustralie_65522	FX455396.1
Paustralie_65523	FX455395.1
Paustralie_65524	FX455394.1
Paustralie_65525	FX455393.1
Paustralie_65526	FX455392.1
Paustralie_65527	FX455391.1
Paustralie_65528	FX455390.1
Paustralie_65529	FX455389.1
Paustralie_65530	FX455388.1
Paustralie_65531	FX455387.1
Paustralie_65532	FX455386.1
Paustralie_65533	FX455385.1
Paustralie_65534	FX455384.1
Paustralie_65535	FX455383.1
Paustralie_65536	FX455382.1
Paustralie_65537	FX447830.1
Paustralie_65538	FX438374.1
Paustralie_65539	FX462080.1
Paustralie_65540	FX462079.1
Paustralie_65541	FX462078.1
Paustralie_65542	FX462077.1
Paustralie_65543	FX462076.1
Paustralie_65544	FX462075.1
Paustralie_65545	FX462074.1
Paustralie_65546	FX462073.1
Paustralie_65547	FX462072.1
Paustralie_65548	FX462071.1
Paustralie_65549	FX462070.1
Paustralie_65550	FX462069.1
Paustralie_65551	FX462068.1
Paustralie_65552	FX462067.1
Paustralie_65553	FX462066.1
Paustralie_65554	FX462065.1
Paustralie_65555	FX462064.1
Paustralie_65556	FX462063.1
Paustralie_65557	FX462062.1
Paustralie_65558	FX462061.1
Paustralie_65559	FX462060.1
Paustralie_65560	FX462059.1
Paustralie_65561	FX462058.1
Paustralie_65562	FX462057.1
Paustralie_65563	FX462056.1
Paustralie_65564	FX462055.1
Paustralie_65565	FX462054.1
Paustralie_65566	FX462053.1
Paustralie_65567	FX462052.1
Paustralie_65568	FX462051.1
Paustralie_65569	FX462050.1
Paustralie_65570	FX462049.1
Paustralie_65571	FX462048.1
Paustralie_65572	FX462047.1
Paustralie_65573	FX462046.1
Paustralie_65574	FX462045.1
Paustralie_65575	FX462044.1
Paustralie_65576	FX462043.1
Paustralie_65577	FX462042.1
Paustralie_65578	FX462041.1
Paustralie_65579	FX462040.1
Paustralie_65580	FX462039.1
Paustralie_65581	FX462038.1
Paustralie_65582	FX462037.1
Paustralie_65583	FX462036.1
Paustralie_65584	FX462035.1
Paustralie_65585	FX462034.1
Paustralie_65586	FX462033.1
Paustralie_65587	FX462032.1
Paustralie_65588	FX462031.1
Paustralie_65589	FX462030.1
Paustralie_65590	FX462029.1
Paustralie_65591	FX462028.1
Paustralie_65592	FX462027.1
Paustralie_65593	FX462026.1
Paustralie_65594	FX462025.1
Paustralie_65595	FX462024.1
Paustralie_65596	FX462023.1
Paustralie_65597	FX462022.1
Paustralie_65598	FX462021.1
Paustralie_65599	FX462020.1
Paustralie_65600	FX462019.1
Paustralie_65601	FX462018.1
Paustralie_65602	FX462017.1
Paustralie_65603	FX462016.1
Paustralie_65604	FX462015.1
Paustralie_65605	FX462014.1
Paustralie_65606	FX462013.1
Paustralie_65607	FX462012.1
Paustralie_65608	FX462011.1
Paustralie_65609	FX462010.1
Paustralie_65610	FX462009.1
Paustralie_65611	FX462008.1
Paustralie_65612	FX462007.1
Paustralie_65613	FX462006.1
Paustralie_65614	FX462005.1
Paustralie_65615	FX462004.1
Paustralie_65616	FX462003.1
Paustralie_65617	FX462002.1
Paustralie_65618	FX462001.1
Paustralie_65619	FX462000.1
Paustralie_65620	FX461999.1
Paustralie_65621	FX461998.1
Paustralie_65622	FX461997.1
Paustralie_65623	FX461996.1
Paustralie_65624	FX461995.1
Paustralie_65625	FX461994.1
Paustralie_65626	FX461993.1
Paustralie_65627	FX461992.1
Paustralie_65628	FX461991.1
Paustralie_65629	FX461990.1
Paustralie_65630	FX461989.1
Paustralie_65631	FX461988.1
Paustralie_65632	FX461987.1
Paustralie_65633	FX461986.1
Paustralie_65634	FX461985.1
Paustralie_65635	FX461984.1
Paustralie_65636	FX461983.1
Paustralie_65637	FX461982.1
Paustralie_65638	FX461981.1
Paustralie_65639	FX461980.1
Paustralie_65640	FX461979.1
Paustralie_65641	FX461978.1
Paustralie_65642	FX461977.1
Paustralie_65643	FX461976.1
Paustralie_65644	FX461975.1
Paustralie_65645	FX461974.1
Paustralie_65646	FX461973.1
Paustralie_65647	FX461972.1
Paustralie_65648	FX461971.1
Paustralie_65649	FX461970.1
Paustralie_65650	FX461969.1
Paustralie_65651	FX461968.1
Paustralie_65652	FX461967.1
Paustralie_65653	FX461966.1
Paustralie_65654	FX461965.1
Paustralie_65655	FX461964.1
Paustralie_65656	FX461963.1
Paustralie_65657	FX461962.1
Paustralie_65658	FX461961.1
Paustralie_65659	FX461960.1
Paustralie_65660	FX461959.1
Paustralie_65661	FX461958.1
Paustralie_65662	FX461957.1
Paustralie_65663	FX461956.1
Paustralie_65664	FX461955.1
Paustralie_65665	FX461954.1
Paustralie_65666	FX461953.1
Paustralie_65667	FX461952.1
Paustralie_65668	FX461951.1
Paustralie_65669	FX461950.1
Paustralie_65670	FX461949.1
Paustralie_65671	FX461948.1
Paustralie_65672	FX461947.1
Paustralie_65673	FX461946.1
Paustralie_65674	FX461945.1
Paustralie_65675	FX461944.1
Paustralie_65676	FX461943.1
Paustralie_65677	FX461942.1
Paustralie_65678	FX461941.1
Paustralie_65679	FX461940.1
Paustralie_65680	FX461939.1
Paustralie_65681	FX461938.1
Paustralie_65682	FX461937.1
Paustralie_65683	FX461936.1
Paustralie_65684	FX461935.1
Paustralie_65685	FX461934.1
Paustralie_65686	FX461933.1
Paustralie_65687	FX461932.1
Paustralie_65688	FX461931.1
Paustralie_65689	FX461930.1
Paustralie_65690	FX461929.1
Paustralie_65691	FX461928.1
Paustralie_65692	FX461927.1
Paustralie_65693	FX461926.1
Paustralie_65694	FX461925.1
Paustralie_65695	FX461924.1
Paustralie_65696	FX461923.1
Paustralie_65697	FX461922.1
Paustralie_65698	FX461921.1
Paustralie_65699	FX461920.1
Paustralie_65700	FX461919.1
Paustralie_65701	FX461918.1
Paustralie_65702	FX461917.1
Paustralie_65703	FX461916.1
Paustralie_65704	FX461915.1
Paustralie_65705	FX461914.1
Paustralie_65706	FX461913.1
Paustralie_65707	FX461912.1
Paustralie_65708	FX461911.1
Paustralie_65709	FX461910.1
Paustralie_65710	FX461909.1
Paustralie_65711	FX461908.1
Paustralie_65712	FX461907.1
Paustralie_65713	FX461906.1
Paustralie_65714	FX461905.1
Paustralie_65715	FX461904.1
Paustralie_65716	FX461903.1
Paustralie_65717	FX461902.1
Paustralie_65718	FX461901.1
Paustralie_65719	FX461900.1
Paustralie_65720	FX461899.1
Paustralie_65721	FX461898.1
Paustralie_65722	FX461897.1
Paustralie_65723	FX461896.1
Paustralie_65724	FX461895.1
Paustralie_65725	FX461894.1
Paustralie_65726	FX461893.1
Paustralie_65727	FX461892.1
Paustralie_65728	FX461891.1
Paustralie_65729	FX461890.1
Paustralie_65730	FX461889.1
Paustralie_65731	FX461888.1
Paustralie_65732	FX461887.1
Paustralie_65733	FX461886.1
Paustralie_65734	FX461885.1
Paustralie_65735	FX461884.1
Paustralie_65736	FX461883.1
Paustralie_65737	FX474832.1
Paustralie_65738	FX474831.1
Paustralie_65739	FX474830.1
Paustralie_65740	FX474829.1
Paustralie_65741	FX474828.1
Paustralie_65742	FX474827.1
Paustralie_65743	FX474826.1
Paustralie_65744	FX474825.1
Paustralie_65745	FX474824.1
Paustralie_65746	FX474823.1
Paustralie_65747	FX474822.1
Paustralie_65748	FX474821.1
Paustralie_65749	FX474820.1
Paustralie_65750	FX474819.1
Paustralie_65751	FX474818.1
Paustralie_65752	FX474817.1
Paustralie_65753	FX474816.1
Paustralie_65754	FX474815.1
Paustralie_65755	FX474814.1
Paustralie_65756	FX474813.1
Paustralie_65757	FX474812.1
Paustralie_65758	FX474811.1
Paustralie_65759	FX474810.1
Paustralie_65760	FX474809.1
Paustralie_65761	FX474808.1
Paustralie_65762	FX474807.1
Paustralie_65763	FX474806.1
Paustralie_65764	FX474805.1
Paustralie_65765	FX474804.1
Paustralie_65766	FX474803.1
Paustralie_65767	FX474802.1
Paustralie_65768	FX474801.1
Paustralie_65769	FX474800.1
Paustralie_65770	FX474799.1
Paustralie_65771	FX474798.1
Paustralie_65772	FX474797.1
Paustralie_65773	FX474796.1
Paustralie_65774	FX474795.1
Paustralie_65775	FX474794.1
Paustralie_65776	FX474793.1
Paustralie_65777	FX474792.1
Paustralie_65778	FX474791.1
Paustralie_65779	FX474790.1
Paustralie_65780	FX474789.1
Paustralie_65781	FX474788.1
Paustralie_65782	FX474787.1
Paustralie_65783	FX474786.1
Paustralie_65784	FX474785.1
Paustralie_65785	FX474784.1
Paustralie_65786	FX474783.1
Paustralie_65787	FX474782.1
Paustralie_65788	FX474781.1
Paustralie_65789	FX474780.1
Paustralie_65790	FX474779.1
Paustralie_65791	FX474778.1
Paustralie_65792	FX474777.1
Paustralie_65793	FX474776.1
Paustralie_65794	FX474775.1
Paustralie_65795	FX474774.1
Paustralie_65796	FX474773.1
Paustralie_65797	FX474772.1
Paustralie_65798	FX474771.1
Paustralie_65799	FX474770.1
Paustralie_65800	FX474769.1
Paustralie_65801	FX474768.1
Paustralie_65802	FX474767.1
Paustralie_65803	FX474766.1
Paustralie_65804	FX474765.1
Paustralie_65805	FX474764.1
Paustralie_65806	FX474763.1
Paustralie_65807	FX474762.1
Paustralie_65808	FX474761.1
Paustralie_65809	FX474760.1
Paustralie_65810	FX474759.1
Paustralie_65811	FX474758.1
Paustralie_65812	FX474757.1
Paustralie_65813	FX474756.1
Paustralie_65814	FX474755.1
Paustralie_65815	FX474754.1
Paustralie_65816	FX474753.1
Paustralie_65817	FX474752.1
Paustralie_65818	FX474751.1
Paustralie_65819	FX474750.1
Paustralie_65820	FX474749.1
Paustralie_65821	FX474748.1
Paustralie_65822	FX474747.1
Paustralie_65823	FX474746.1
Paustralie_65824	FX474745.1
Paustralie_65825	FX474744.1
Paustralie_65826	FX474743.1
Paustralie_65827	FX474742.1
Paustralie_65828	FX474741.1
Paustralie_65829	FX474740.1
Paustralie_65830	FX474739.1
Paustralie_65831	FX474738.1
Paustralie_65832	FX474737.1
Paustralie_65833	FX474736.1
Paustralie_65834	FX474735.1
Paustralie_65835	FX474734.1
Paustralie_65836	FX474733.1
Paustralie_65837	FX474732.1
Paustralie_65838	FX474731.1
Paustralie_65839	FX474730.1
Paustralie_65840	FX474729.1
Paustralie_65841	FX474728.1
Paustralie_65842	FX474727.1
Paustralie_65843	FX474726.1
Paustralie_65844	FX474725.1
Paustralie_65845	FX474724.1
Paustralie_65846	FX474723.1
Paustralie_65847	FX474722.1
Paustralie_65848	FX474721.1
Paustralie_65849	FX474720.1
Paustralie_65850	FX474719.1
Paustralie_65851	FX474718.1
Paustralie_65852	FX474717.1
Paustralie_65853	FX474716.1
Paustralie_65854	FX474715.1
Paustralie_65855	FX474714.1
Paustralie_65856	FX474713.1
Paustralie_65857	FX474712.1
Paustralie_65858	FX474711.1
Paustralie_65859	FX474710.1
Paustralie_65860	FX474709.1
Paustralie_65861	FX474708.1
Paustralie_65862	FX474707.1
Paustralie_65863	FX474706.1
Paustralie_65864	FX474705.1
Paustralie_65865	FX474704.1
Paustralie_65866	FX474703.1
Paustralie_65867	FX474702.1
Paustralie_65868	FX474701.1
Paustralie_65869	FX474700.1
Paustralie_65870	FX474699.1
Paustralie_65871	FX474698.1
Paustralie_65872	FX474697.1
Paustralie_65873	FX474696.1
Paustralie_65874	FX474695.1
Paustralie_65875	FX474694.1
Paustralie_65876	FX474693.1
Paustralie_65877	FX474692.1
Paustralie_65878	FX474691.1
Paustralie_65879	FX474690.1
Paustralie_65880	FX474689.1
Paustralie_65881	FX474688.1
Paustralie_65882	FX474687.1
Paustralie_65883	FX474686.1
Paustralie_65884	FX474685.1
Paustralie_65885	FX474684.1
Paustralie_65886	FX474683.1
Paustralie_65887	FX474682.1
Paustralie_65888	FX474681.1
Paustralie_65889	FX474680.1
Paustralie_65890	FX474679.1
Paustralie_65891	FX474678.1
Paustralie_65892	FX474677.1
Paustralie_65893	FX474676.1
Paustralie_65894	FX474675.1
Paustralie_65895	FX474674.1
Paustralie_65896	FX474673.1
Paustralie_65897	FX474672.1
Paustralie_65898	FX474671.1
Paustralie_65899	FX474670.1
Paustralie_65900	FX474669.1
Paustralie_65901	FX474668.1
Paustralie_65902	FX474667.1
Paustralie_65903	FX474666.1
Paustralie_65904	FX474665.1
Paustralie_65905	FX474664.1
Paustralie_65906	FX474663.1
Paustralie_65907	FX474662.1
Paustralie_65908	FX474661.1
Paustralie_65909	FX474660.1
Paustralie_65910	FX474659.1
Paustralie_65911	FX474658.1
Paustralie_65912	FX474657.1
Paustralie_65913	FX474656.1
Paustralie_65914	FX474655.1
Paustralie_65915	FX474654.1
Paustralie_65916	FX474653.1
Paustralie_65917	FX474652.1
Paustralie_65918	FX474651.1
Paustralie_65919	FX474650.1
Paustralie_65920	FX474649.1
Paustralie_65921	FX474648.1
Paustralie_65922	FX474647.1
Paustralie_65923	FX474646.1
Paustralie_65924	FX474645.1
Paustralie_65925	FX474644.1
Paustralie_65926	FX474643.1
Paustralie_65927	FX468493.1
Paustralie_65928	FX468492.1
Paustralie_65929	FX468491.1
Paustralie_65930	FX468490.1
Paustralie_65931	FX462084.1
Paustralie_65932	FX462083.1
Paustralie_65933	FX462082.1
Paustralie_65934	FX462081.1
Paustralie_65935	FX455381.1
Paustralie_65936	FX455380.1
Paustralie_65937	FX455379.1
Paustralie_65938	FX455378.1
Paustralie_65939	FX455377.1
Paustralie_65940	FX455376.1
Paustralie_65941	FX455375.1
Paustralie_65942	FX455374.1
Paustralie_65943	FX455373.1
Paustralie_65944	FX455372.1
Paustralie_65945	FX455371.1
Paustralie_65946	FX455370.1
Paustralie_65947	FX455369.1
Paustralie_65948	FX455368.1
Paustralie_65949	FX455367.1
Paustralie_65950	FX455366.1
Paustralie_65951	FX455365.1
Paustralie_65952	FX455364.1
Paustralie_65953	FX455363.1
Paustralie_65954	FX455362.1
Paustralie_65955	FX455361.1
Paustralie_65956	FX455360.1
Paustralie_65957	FX455359.1
Paustralie_65958	FX455358.1
Paustralie_65959	FX455357.1
Paustralie_65960	FX455356.1
Paustralie_65961	FX455355.1
Paustralie_65962	FX455354.1
Paustralie_65963	FX455353.1
Paustralie_65964	FX455352.1
Paustralie_65965	FX455351.1
Paustralie_65966	FX455350.1
Paustralie_65967	FX455349.1
Paustralie_65968	FX455348.1
Paustralie_65969	FX455347.1
Paustralie_65970	FX455346.1
Paustralie_65971	FX455345.1
Paustralie_65972	FX455344.1
Paustralie_65973	FX455343.1
Paustralie_65974	FX455342.1
Paustralie_65975	FX455341.1
Paustralie_65976	FX455340.1
Paustralie_65977	FX455339.1
Paustralie_65978	FX455338.1
Paustralie_65979	FX455337.1
Paustralie_65980	FX455336.1
Paustralie_65981	FX455335.1
Paustralie_65982	FX455334.1
Paustralie_65983	FX455333.1
Paustralie_65984	FX455332.1
Paustralie_65985	FX455331.1
Paustralie_65986	FX455330.1
Paustralie_65987	FX455329.1
Paustralie_65988	FX455328.1
Paustralie_65989	FX455327.1
Paustralie_65990	FX455326.1
Paustralie_65991	FX455325.1
Paustralie_65992	FX455324.1
Paustralie_65993	FX455323.1
Paustralie_65994	FX455322.1
Paustralie_65995	FX455321.1
Paustralie_65996	FX455320.1
Paustralie_65997	FX455319.1
Paustralie_65998	FX455318.1
Paustralie_65999	FX455317.1
Paustralie_66000	FX455316.1
Paustralie_66001	FX455315.1
Paustralie_66002	FX455314.1
Paustralie_66003	FX455313.1
Paustralie_66004	FX455312.1
Paustralie_66005	FX455311.1
Paustralie_66006	FX455310.1
Paustralie_66007	FX455309.1
Paustralie_66008	FX455308.1
Paustralie_66009	FX455307.1
Paustralie_66010	FX455306.1
Paustralie_66011	FX455305.1
Paustralie_66012	FX455304.1
Paustralie_66013	FX455303.1
Paustralie_66014	FX455302.1
Paustralie_66015	FX455301.1
Paustralie_66016	FX455300.1
Paustralie_66017	FX455299.1
Paustralie_66018	FX455298.1
Paustralie_66019	FX455297.1
Paustralie_66020	FX455296.1
Paustralie_66021	FX455295.1
Paustralie_66022	FX455294.1
Paustralie_66023	FX455293.1
Paustralie_66024	FX455292.1
Paustralie_66025	FX455291.1
Paustralie_66026	FX455290.1
Paustralie_66027	FX455289.1
Paustralie_66028	FX455288.1
Paustralie_66029	FX455287.1
Paustralie_66030	FX455286.1
Paustralie_66031	FX455285.1
Paustralie_66032	FX455284.1
Paustralie_66033	FX455283.1
Paustralie_66034	FX455282.1
Paustralie_66035	FX455281.1
Paustralie_66036	FX455280.1
Paustralie_66037	FX455279.1
Paustralie_66038	FX455278.1
Paustralie_66039	FX455277.1
Paustralie_66040	FX455276.1
Paustralie_66041	FX455275.1
Paustralie_66042	FX455274.1
Paustralie_66043	FX455273.1
Paustralie_66044	FX455272.1
Paustralie_66045	FX455271.1
Paustralie_66046	FX455270.1
Paustralie_66047	FX455269.1
Paustralie_66048	FX455268.1
Paustralie_66049	FX455267.1
Paustralie_66050	FX455266.1
Paustralie_66051	FX455265.1
Paustralie_66052	FX455264.1
Paustralie_66053	FX455263.1
Paustralie_66054	FX455262.1
Paustralie_66055	FX455261.1
Paustralie_66056	FX455260.1
Paustralie_66057	FX455259.1
Paustralie_66058	FX455258.1
Paustralie_66059	FX455257.1
Paustralie_66060	FX455256.1
Paustralie_66061	FX455255.1
Paustralie_66062	FX455254.1
Paustralie_66063	FX455253.1
Paustralie_66064	FX455252.1
Paustralie_66065	FX455251.1
Paustralie_66066	FX455250.1
Paustralie_66067	FX455249.1
Paustralie_66068	FX455248.1
Paustralie_66069	FX455247.1
Paustralie_66070	FX455246.1
Paustralie_66071	FX455245.1
Paustralie_66072	FX455244.1
Paustralie_66073	FX455243.1
Paustralie_66074	FX455242.1
Paustralie_66075	FX455241.1
Paustralie_66076	FX455240.1
Paustralie_66077	FX455239.1
Paustralie_66078	FX455238.1
Paustralie_66079	FX455237.1
Paustralie_66080	FX455236.1
Paustralie_66081	FX455235.1
Paustralie_66082	FX455234.1
Paustralie_66083	FX455233.1
Paustralie_66084	FX455232.1
Paustralie_66085	FX455231.1
Paustralie_66086	FX455230.1
Paustralie_66087	FX455229.1
Paustralie_66088	FX455228.1
Paustralie_66089	FX455227.1
Paustralie_66090	FX455226.1
Paustralie_66091	FX455225.1
Paustralie_66092	FX455224.1
Paustralie_66093	FX455223.1
Paustralie_66094	FX455222.1
Paustralie_66095	FX455221.1
Paustralie_66096	FX455220.1
Paustralie_66097	FX455219.1
Paustralie_66098	FX455218.1
Paustralie_66099	FX455217.1
Paustralie_66100	FX455216.1
Paustralie_66101	FX455215.1
Paustralie_66102	FX455214.1
Paustralie_66103	FX455213.1
Paustralie_66104	FX455212.1
Paustralie_66105	FX455211.1
Paustralie_66106	FX455210.1
Paustralie_66107	FX455209.1
Paustralie_66108	FX455208.1
Paustralie_66109	FX455207.1
Paustralie_66110	FX455206.1
Paustralie_66111	FX455205.1
Paustralie_66112	FX455204.1
Paustralie_66113	FX455203.1
Paustralie_66114	FX455202.1
Paustralie_66115	FX455201.1
Paustralie_66116	FX455200.1
